DimDate,年,季,月,月份名稱,星期,工作日,週年序,交通匹配欄,年月
2022-09-14 12:00:00,2022,Q3,9,9月,週三,平日,2022W38,週2-4,202209
2022-09-15 12:00:00,2022,Q3,9,9月,週四,平日,2022W38,週2-4,202209
2022-09-16 12:00:00,2022,Q3,9,9月,週五,平日,2022W38,非參考日,202209
2022-09-17 12:00:00,2022,Q3,9,9月,週六,週末,2022W38,週六,202209
2022-09-18 12:00:00,2022,Q3,9,9月,週日,週末,2022W38,週日,202209
2022-09-19 12:00:00,2022,Q3,9,9月,週一,平日,2022W39,非參考日,202209
2022-09-20 12:00:00,2022,Q3,9,9月,週二,平日,2022W39,週2-4,202209
2022-09-21 12:00:00,2022,Q3,9,9月,週三,平日,2022W39,週2-4,202209
2022-09-22 12:00:00,2022,Q3,9,9月,週四,平日,2022W39,週2-4,202209
2022-09-23 12:00:00,2022,Q3,9,9月,週五,平日,2022W39,非參考日,202209
2022-09-24 12:00:00,2022,Q3,9,9月,週六,週末,2022W39,週六,202209
2022-09-25 12:00:00,2022,Q3,9,9月,週日,週末,2022W39,週日,202209
2022-09-26 12:00:00,2022,Q3,9,9月,週一,平日,2022W40,非參考日,202209
2022-09-27 12:00:00,2022,Q3,9,9月,週二,平日,2022W40,週2-4,202209
2022-09-28 12:00:00,2022,Q3,9,9月,週三,平日,2022W40,週2-4,202209
2022-09-29 12:00:00,2022,Q3,9,9月,週四,平日,2022W40,週2-4,202209
2022-09-30 12:00:00,2022,Q3,9,9月,週五,平日,2022W40,非參考日,202209
2022-10-01 12:00:00,2022,Q4,10,10月,週六,週末,2022W40,週六,202210
2022-10-02 12:00:00,2022,Q4,10,10月,週日,週末,2022W40,週日,202210
2022-10-03 12:00:00,2022,Q4,10,10月,週一,平日,2022W41,非參考日,202210
2022-10-04 12:00:00,2022,Q4,10,10月,週二,平日,2022W41,週2-4,202210
2022-10-05 12:00:00,2022,Q4,10,10月,週三,平日,2022W41,週2-4,202210
2022-10-06 12:00:00,2022,Q4,10,10月,週四,平日,2022W41,週2-4,202210
2022-10-07 12:00:00,2022,Q4,10,10月,週五,平日,2022W41,非參考日,202210
2022-10-08 12:00:00,2022,Q4,10,10月,週六,週末,2022W41,週六,202210
2022-10-09 12:00:00,2022,Q4,10,10月,週日,週末,2022W41,週日,202210
2022-10-10 12:00:00,2022,Q4,10,10月,週一,平日,2022W42,非參考日,202210
2022-10-11 12:00:00,2022,Q4,10,10月,週二,平日,2022W42,週2-4,202210
2022-10-12 12:00:00,2022,Q4,10,10月,週三,平日,2022W42,週2-4,202210
2022-10-13 12:00:00,2022,Q4,10,10月,週四,平日,2022W42,週2-4,202210
2022-10-14 12:00:00,2022,Q4,10,10月,週五,平日,2022W42,非參考日,202210
2022-10-15 12:00:00,2022,Q4,10,10月,週六,週末,2022W42,週六,202210
2022-10-16 12:00:00,2022,Q4,10,10月,週日,週末,2022W42,週日,202210
2022-10-17 12:00:00,2022,Q4,10,10月,週一,平日,2022W43,非參考日,202210
2022-10-18 12:00:00,2022,Q4,10,10月,週二,平日,2022W43,週2-4,202210
2022-10-19 12:00:00,2022,Q4,10,10月,週三,平日,2022W43,週2-4,202210
2022-10-20 12:00:00,2022,Q4,10,10月,週四,平日,2022W43,週2-4,202210
2022-10-21 12:00:00,2022,Q4,10,10月,週五,平日,2022W43,非參考日,202210
2022-10-22 12:00:00,2022,Q4,10,10月,週六,週末,2022W43,週六,202210
2022-10-23 12:00:00,2022,Q4,10,10月,週日,週末,2022W43,週日,202210
2022-10-24 12:00:00,2022,Q4,10,10月,週一,平日,2022W44,非參考日,202210
2022-10-25 12:00:00,2022,Q4,10,10月,週二,平日,2022W44,週2-4,202210
2022-10-26 12:00:00,2022,Q4,10,10月,週三,平日,2022W44,週2-4,202210
2022-10-27 12:00:00,2022,Q4,10,10月,週四,平日,2022W44,週2-4,202210
2022-10-28 12:00:00,2022,Q4,10,10月,週五,平日,2022W44,非參考日,202210
2022-10-29 12:00:00,2022,Q4,10,10月,週六,週末,2022W44,週六,202210
2022-10-30 12:00:00,2022,Q4,10,10月,週日,週末,2022W44,週日,202210
2022-10-31 12:00:00,2022,Q4,10,10月,週一,平日,2022W45,非參考日,202210
2022-11-01 12:00:00,2022,Q4,11,11月,週二,平日,2022W45,週2-4,202211
2022-11-02 12:00:00,2022,Q4,11,11月,週三,平日,2022W45,週2-4,202211
2022-11-03 12:00:00,2022,Q4,11,11月,週四,平日,2022W45,週2-4,202211
2022-11-04 12:00:00,2022,Q4,11,11月,週五,平日,2022W45,非參考日,202211
2022-11-05 12:00:00,2022,Q4,11,11月,週六,週末,2022W45,週六,202211
2022-11-06 12:00:00,2022,Q4,11,11月,週日,週末,2022W45,週日,202211
2022-11-07 12:00:00,2022,Q4,11,11月,週一,平日,2022W46,非參考日,202211
2022-11-08 12:00:00,2022,Q4,11,11月,週二,平日,2022W46,週2-4,202211
2022-11-09 12:00:00,2022,Q4,11,11月,週三,平日,2022W46,週2-4,202211
2022-11-10 12:00:00,2022,Q4,11,11月,週四,平日,2022W46,週2-4,202211
2022-11-11 12:00:00,2022,Q4,11,11月,週五,平日,2022W46,非參考日,202211
2022-11-12 12:00:00,2022,Q4,11,11月,週六,週末,2022W46,週六,202211
2022-11-13 12:00:00,2022,Q4,11,11月,週日,週末,2022W46,週日,202211
2022-11-14 12:00:00,2022,Q4,11,11月,週一,平日,2022W47,非參考日,202211
2022-11-15 12:00:00,2022,Q4,11,11月,週二,平日,2022W47,週2-4,202211
2022-11-16 12:00:00,2022,Q4,11,11月,週三,平日,2022W47,週2-4,202211
2022-11-17 12:00:00,2022,Q4,11,11月,週四,平日,2022W47,週2-4,202211
2022-11-18 12:00:00,2022,Q4,11,11月,週五,平日,2022W47,非參考日,202211
2022-11-19 12:00:00,2022,Q4,11,11月,週六,週末,2022W47,週六,202211
2022-11-20 12:00:00,2022,Q4,11,11月,週日,週末,2022W47,週日,202211
2022-11-21 12:00:00,2022,Q4,11,11月,週一,平日,2022W48,非參考日,202211
2022-11-22 12:00:00,2022,Q4,11,11月,週二,平日,2022W48,週2-4,202211
2022-11-23 12:00:00,2022,Q4,11,11月,週三,平日,2022W48,週2-4,202211
2022-11-24 12:00:00,2022,Q4,11,11月,週四,平日,2022W48,週2-4,202211
2022-11-25 12:00:00,2022,Q4,11,11月,週五,平日,2022W48,非參考日,202211
2022-11-26 12:00:00,2022,Q4,11,11月,週六,週末,2022W48,週六,202211
2022-11-27 12:00:00,2022,Q4,11,11月,週日,週末,2022W48,週日,202211
2022-11-28 12:00:00,2022,Q4,11,11月,週一,平日,2022W49,非參考日,202211
2022-11-29 12:00:00,2022,Q4,11,11月,週二,平日,2022W49,週2-4,202211
2022-11-30 12:00:00,2022,Q4,11,11月,週三,平日,2022W49,週2-4,202211
2022-12-01 12:00:00,2022,Q4,12,12月,週四,平日,2022W49,週2-4,202212
2022-12-02 12:00:00,2022,Q4,12,12月,週五,平日,2022W49,非參考日,202212
2022-12-03 12:00:00,2022,Q4,12,12月,週六,週末,2022W49,週六,202212
2022-12-04 12:00:00,2022,Q4,12,12月,週日,週末,2022W49,週日,202212
2022-12-05 12:00:00,2022,Q4,12,12月,週一,平日,2022W50,非參考日,202212
2022-12-06 12:00:00,2022,Q4,12,12月,週二,平日,2022W50,週2-4,202212
2022-12-07 12:00:00,2022,Q4,12,12月,週三,平日,2022W50,週2-4,202212
2022-12-08 12:00:00,2022,Q4,12,12月,週四,平日,2022W50,週2-4,202212
2022-12-09 12:00:00,2022,Q4,12,12月,週五,平日,2022W50,非參考日,202212
2022-12-10 12:00:00,2022,Q4,12,12月,週六,週末,2022W50,週六,202212
2022-12-11 12:00:00,2022,Q4,12,12月,週日,週末,2022W50,週日,202212
2022-12-12 12:00:00,2022,Q4,12,12月,週一,平日,2022W51,非參考日,202212
2022-12-13 12:00:00,2022,Q4,12,12月,週二,平日,2022W51,週2-4,202212
2022-12-14 12:00:00,2022,Q4,12,12月,週三,平日,2022W51,週2-4,202212
2022-12-15 12:00:00,2022,Q4,12,12月,週四,平日,2022W51,週2-4,202212
2022-12-16 12:00:00,2022,Q4,12,12月,週五,平日,2022W51,非參考日,202212
2022-12-17 12:00:00,2022,Q4,12,12月,週六,週末,2022W51,週六,202212
2022-12-18 12:00:00,2022,Q4,12,12月,週日,週末,2022W51,週日,202212
2022-12-19 12:00:00,2022,Q4,12,12月,週一,平日,2022W52,非參考日,202212
2022-12-20 12:00:00,2022,Q4,12,12月,週二,平日,2022W52,週2-4,202212
2022-12-21 12:00:00,2022,Q4,12,12月,週三,平日,2022W52,週2-4,202212
2022-12-22 12:00:00,2022,Q4,12,12月,週四,平日,2022W52,週2-4,202212
2022-12-23 12:00:00,2022,Q4,12,12月,週五,平日,2022W52,非參考日,202212
2022-12-24 12:00:00,2022,Q4,12,12月,週六,週末,2022W52,週六,202212
2022-12-25 12:00:00,2022,Q4,12,12月,週日,週末,2022W52,週日,202212
2022-12-26 12:00:00,2022,Q4,12,12月,週一,平日,2022W53,非參考日,202212
2022-12-27 12:00:00,2022,Q4,12,12月,週二,平日,2022W53,週2-4,202212
2022-12-28 12:00:00,2022,Q4,12,12月,週三,平日,2022W53,週2-4,202212
2022-12-29 12:00:00,2022,Q4,12,12月,週四,平日,2022W53,週2-4,202212
2022-12-30 12:00:00,2022,Q4,12,12月,週五,平日,2022W53,非參考日,202212
2022-12-31 12:00:00,2022,Q4,12,12月,週六,週末,2022W53,週六,202212
2023-01-01 12:00:00,2023,Q1,1,1月,週日,週末,2023W1,週日,202301
2023-01-02 12:00:00,2023,Q1,1,1月,週一,平日,2023W2,非參考日,202301
2023-01-03 12:00:00,2023,Q1,1,1月,週二,平日,2023W2,週2-4,202301
2023-01-04 12:00:00,2023,Q1,1,1月,週三,平日,2023W2,週2-4,202301
2023-01-05 12:00:00,2023,Q1,1,1月,週四,平日,2023W2,週2-4,202301
2023-01-06 12:00:00,2023,Q1,1,1月,週五,平日,2023W2,非參考日,202301
2023-01-07 12:00:00,2023,Q1,1,1月,週六,週末,2023W2,週六,202301
2023-01-08 12:00:00,2023,Q1,1,1月,週日,週末,2023W2,週日,202301
2023-01-09 12:00:00,2023,Q1,1,1月,週一,平日,2023W3,非參考日,202301
2023-01-10 12:00:00,2023,Q1,1,1月,週二,平日,2023W3,週2-4,202301
2023-01-11 12:00:00,2023,Q1,1,1月,週三,平日,2023W3,週2-4,202301
2023-01-12 12:00:00,2023,Q1,1,1月,週四,平日,2023W3,週2-4,202301
2023-01-13 12:00:00,2023,Q1,1,1月,週五,平日,2023W3,非參考日,202301
2023-01-14 12:00:00,2023,Q1,1,1月,週六,週末,2023W3,週六,202301
2023-01-15 12:00:00,2023,Q1,1,1月,週日,週末,2023W3,週日,202301
2023-01-16 12:00:00,2023,Q1,1,1月,週一,平日,2023W4,非參考日,202301
2023-01-17 12:00:00,2023,Q1,1,1月,週二,平日,2023W4,週2-4,202301
2023-01-18 12:00:00,2023,Q1,1,1月,週三,平日,2023W4,週2-4,202301
2023-01-19 12:00:00,2023,Q1,1,1月,週四,平日,2023W4,週2-4,202301
2023-01-20 12:00:00,2023,Q1,1,1月,週五,平日,2023W4,非參考日,202301
2023-01-21 12:00:00,2023,Q1,1,1月,週六,週末,2023W4,週六,202301
2023-01-22 12:00:00,2023,Q1,1,1月,週日,週末,2023W4,週日,202301
2023-01-23 12:00:00,2023,Q1,1,1月,週一,平日,2023W5,非參考日,202301
2023-01-24 12:00:00,2023,Q1,1,1月,週二,平日,2023W5,週2-4,202301
2023-01-25 12:00:00,2023,Q1,1,1月,週三,平日,2023W5,週2-4,202301
2023-01-26 12:00:00,2023,Q1,1,1月,週四,平日,2023W5,週2-4,202301
2023-01-27 12:00:00,2023,Q1,1,1月,週五,平日,2023W5,非參考日,202301
2023-01-28 12:00:00,2023,Q1,1,1月,週六,週末,2023W5,週六,202301
2023-01-29 12:00:00,2023,Q1,1,1月,週日,週末,2023W5,週日,202301
2023-01-30 12:00:00,2023,Q1,1,1月,週一,平日,2023W6,非參考日,202301
2023-01-31 12:00:00,2023,Q1,1,1月,週二,平日,2023W6,週2-4,202301
2023-02-01 12:00:00,2023,Q1,2,2月,週三,平日,2023W6,週2-4,202302
2023-02-02 12:00:00,2023,Q1,2,2月,週四,平日,2023W6,週2-4,202302
2023-02-03 12:00:00,2023,Q1,2,2月,週五,平日,2023W6,非參考日,202302
2023-02-04 12:00:00,2023,Q1,2,2月,週六,週末,2023W6,週六,202302
2023-02-05 12:00:00,2023,Q1,2,2月,週日,週末,2023W6,週日,202302
2023-02-06 12:00:00,2023,Q1,2,2月,週一,平日,2023W7,非參考日,202302
2023-02-07 12:00:00,2023,Q1,2,2月,週二,平日,2023W7,週2-4,202302
2023-02-08 12:00:00,2023,Q1,2,2月,週三,平日,2023W7,週2-4,202302
2023-02-09 12:00:00,2023,Q1,2,2月,週四,平日,2023W7,週2-4,202302
2023-02-10 12:00:00,2023,Q1,2,2月,週五,平日,2023W7,非參考日,202302
2023-02-11 12:00:00,2023,Q1,2,2月,週六,週末,2023W7,週六,202302
2023-02-12 12:00:00,2023,Q1,2,2月,週日,週末,2023W7,週日,202302
2023-02-13 12:00:00,2023,Q1,2,2月,週一,平日,2023W8,非參考日,202302
2023-02-14 12:00:00,2023,Q1,2,2月,週二,平日,2023W8,週2-4,202302
2023-02-15 12:00:00,2023,Q1,2,2月,週三,平日,2023W8,週2-4,202302
2023-02-16 12:00:00,2023,Q1,2,2月,週四,平日,2023W8,週2-4,202302
2023-02-17 12:00:00,2023,Q1,2,2月,週五,平日,2023W8,非參考日,202302
2023-02-18 12:00:00,2023,Q1,2,2月,週六,週末,2023W8,週六,202302
2023-02-19 12:00:00,2023,Q1,2,2月,週日,週末,2023W8,週日,202302
2023-02-20 12:00:00,2023,Q1,2,2月,週一,平日,2023W9,非參考日,202302
2023-02-21 12:00:00,2023,Q1,2,2月,週二,平日,2023W9,週2-4,202302
2023-02-22 12:00:00,2023,Q1,2,2月,週三,平日,2023W9,週2-4,202302
2023-02-23 12:00:00,2023,Q1,2,2月,週四,平日,2023W9,週2-4,202302
2023-02-24 12:00:00,2023,Q1,2,2月,週五,平日,2023W9,非參考日,202302
2023-02-25 12:00:00,2023,Q1,2,2月,週六,週末,2023W9,週六,202302
2023-02-26 12:00:00,2023,Q1,2,2月,週日,週末,2023W9,週日,202302
2023-02-27 12:00:00,2023,Q1,2,2月,週一,平日,2023W10,非參考日,202302
2023-02-28 12:00:00,2023,Q1,2,2月,週二,平日,2023W10,週2-4,202302
2023-03-01 12:00:00,2023,Q1,3,3月,週三,平日,2023W10,週2-4,202303
2023-03-02 12:00:00,2023,Q1,3,3月,週四,平日,2023W10,週2-4,202303
2023-03-03 12:00:00,2023,Q1,3,3月,週五,平日,2023W10,非參考日,202303
2023-03-04 12:00:00,2023,Q1,3,3月,週六,週末,2023W10,週六,202303
2023-03-05 12:00:00,2023,Q1,3,3月,週日,週末,2023W10,週日,202303
2023-03-06 12:00:00,2023,Q1,3,3月,週一,平日,2023W11,非參考日,202303
2023-03-07 12:00:00,2023,Q1,3,3月,週二,平日,2023W11,週2-4,202303
2023-03-08 12:00:00,2023,Q1,3,3月,週三,平日,2023W11,週2-4,202303
2023-03-09 12:00:00,2023,Q1,3,3月,週四,平日,2023W11,週2-4,202303
2023-03-10 12:00:00,2023,Q1,3,3月,週五,平日,2023W11,非參考日,202303
2023-03-11 12:00:00,2023,Q1,3,3月,週六,週末,2023W11,週六,202303
2023-03-12 12:00:00,2023,Q1,3,3月,週日,週末,2023W11,週日,202303
2023-03-13 12:00:00,2023,Q1,3,3月,週一,平日,2023W12,非參考日,202303
2023-03-14 12:00:00,2023,Q1,3,3月,週二,平日,2023W12,週2-4,202303
2023-03-15 12:00:00,2023,Q1,3,3月,週三,平日,2023W12,週2-4,202303
2023-03-16 12:00:00,2023,Q1,3,3月,週四,平日,2023W12,週2-4,202303
2023-03-17 12:00:00,2023,Q1,3,3月,週五,平日,2023W12,非參考日,202303
2023-03-18 12:00:00,2023,Q1,3,3月,週六,週末,2023W12,週六,202303
2023-03-19 12:00:00,2023,Q1,3,3月,週日,週末,2023W12,週日,202303
2023-03-20 12:00:00,2023,Q1,3,3月,週一,平日,2023W13,非參考日,202303
2023-03-21 12:00:00,2023,Q1,3,3月,週二,平日,2023W13,週2-4,202303
2023-03-22 12:00:00,2023,Q1,3,3月,週三,平日,2023W13,週2-4,202303
2023-03-23 12:00:00,2023,Q1,3,3月,週四,平日,2023W13,週2-4,202303
2023-03-24 12:00:00,2023,Q1,3,3月,週五,平日,2023W13,非參考日,202303
2023-03-25 12:00:00,2023,Q1,3,3月,週六,週末,2023W13,週六,202303
2023-03-26 12:00:00,2023,Q1,3,3月,週日,週末,2023W13,週日,202303
2023-03-27 12:00:00,2023,Q1,3,3月,週一,平日,2023W14,非參考日,202303
2023-03-28 12:00:00,2023,Q1,3,3月,週二,平日,2023W14,週2-4,202303
2023-03-29 12:00:00,2023,Q1,3,3月,週三,平日,2023W14,週2-4,202303
2023-03-30 12:00:00,2023,Q1,3,3月,週四,平日,2023W14,週2-4,202303
2023-03-31 12:00:00,2023,Q1,3,3月,週五,平日,2023W14,非參考日,202303
2023-04-01 12:00:00,2023,Q2,4,4月,週六,週末,2023W14,週六,202304
2023-04-02 12:00:00,2023,Q2,4,4月,週日,週末,2023W14,週日,202304
2023-04-03 12:00:00,2023,Q2,4,4月,週一,平日,2023W15,非參考日,202304
2023-04-04 12:00:00,2023,Q2,4,4月,週二,平日,2023W15,週2-4,202304
2023-04-05 12:00:00,2023,Q2,4,4月,週三,平日,2023W15,週2-4,202304
2023-04-06 12:00:00,2023,Q2,4,4月,週四,平日,2023W15,週2-4,202304
2023-04-07 12:00:00,2023,Q2,4,4月,週五,平日,2023W15,非參考日,202304
2023-04-08 12:00:00,2023,Q2,4,4月,週六,週末,2023W15,週六,202304
2023-04-09 12:00:00,2023,Q2,4,4月,週日,週末,2023W15,週日,202304
2023-04-10 12:00:00,2023,Q2,4,4月,週一,平日,2023W16,非參考日,202304
2023-04-11 12:00:00,2023,Q2,4,4月,週二,平日,2023W16,週2-4,202304
2023-04-12 12:00:00,2023,Q2,4,4月,週三,平日,2023W16,週2-4,202304
2023-04-13 12:00:00,2023,Q2,4,4月,週四,平日,2023W16,週2-4,202304
2023-04-14 12:00:00,2023,Q2,4,4月,週五,平日,2023W16,非參考日,202304
2023-04-15 12:00:00,2023,Q2,4,4月,週六,週末,2023W16,週六,202304
2023-04-16 12:00:00,2023,Q2,4,4月,週日,週末,2023W16,週日,202304
2023-04-17 12:00:00,2023,Q2,4,4月,週一,平日,2023W17,非參考日,202304
2023-04-18 12:00:00,2023,Q2,4,4月,週二,平日,2023W17,週2-4,202304
2023-04-19 12:00:00,2023,Q2,4,4月,週三,平日,2023W17,週2-4,202304
2023-04-20 12:00:00,2023,Q2,4,4月,週四,平日,2023W17,週2-4,202304
2023-04-21 12:00:00,2023,Q2,4,4月,週五,平日,2023W17,非參考日,202304
2023-04-22 12:00:00,2023,Q2,4,4月,週六,週末,2023W17,週六,202304
2023-04-23 12:00:00,2023,Q2,4,4月,週日,週末,2023W17,週日,202304
2023-04-24 12:00:00,2023,Q2,4,4月,週一,平日,2023W18,非參考日,202304
2023-04-25 12:00:00,2023,Q2,4,4月,週二,平日,2023W18,週2-4,202304
2023-04-26 12:00:00,2023,Q2,4,4月,週三,平日,2023W18,週2-4,202304
2023-04-27 12:00:00,2023,Q2,4,4月,週四,平日,2023W18,週2-4,202304
2023-04-28 12:00:00,2023,Q2,4,4月,週五,平日,2023W18,非參考日,202304
2023-04-29 12:00:00,2023,Q2,4,4月,週六,週末,2023W18,週六,202304
2023-04-30 12:00:00,2023,Q2,4,4月,週日,週末,2023W18,週日,202304
2023-05-01 12:00:00,2023,Q2,5,5月,週一,平日,2023W19,非參考日,202305
2023-05-02 12:00:00,2023,Q2,5,5月,週二,平日,2023W19,週2-4,202305
2023-05-03 12:00:00,2023,Q2,5,5月,週三,平日,2023W19,週2-4,202305
2023-05-04 12:00:00,2023,Q2,5,5月,週四,平日,2023W19,週2-4,202305
2023-05-05 12:00:00,2023,Q2,5,5月,週五,平日,2023W19,非參考日,202305
2023-05-06 12:00:00,2023,Q2,5,5月,週六,週末,2023W19,週六,202305
2023-05-07 12:00:00,2023,Q2,5,5月,週日,週末,2023W19,週日,202305
2023-05-08 12:00:00,2023,Q2,5,5月,週一,平日,2023W20,非參考日,202305
2023-05-09 12:00:00,2023,Q2,5,5月,週二,平日,2023W20,週2-4,202305
2023-05-10 12:00:00,2023,Q2,5,5月,週三,平日,2023W20,週2-4,202305
2023-05-11 12:00:00,2023,Q2,5,5月,週四,平日,2023W20,週2-4,202305
2023-05-12 12:00:00,2023,Q2,5,5月,週五,平日,2023W20,非參考日,202305
2023-05-13 12:00:00,2023,Q2,5,5月,週六,週末,2023W20,週六,202305
2023-05-14 12:00:00,2023,Q2,5,5月,週日,週末,2023W20,週日,202305
2023-05-15 12:00:00,2023,Q2,5,5月,週一,平日,2023W21,非參考日,202305
2023-05-16 12:00:00,2023,Q2,5,5月,週二,平日,2023W21,週2-4,202305
2023-05-17 12:00:00,2023,Q2,5,5月,週三,平日,2023W21,週2-4,202305
2023-05-18 12:00:00,2023,Q2,5,5月,週四,平日,2023W21,週2-4,202305
2023-05-19 12:00:00,2023,Q2,5,5月,週五,平日,2023W21,非參考日,202305
2023-05-20 12:00:00,2023,Q2,5,5月,週六,週末,2023W21,週六,202305
2023-05-21 12:00:00,2023,Q2,5,5月,週日,週末,2023W21,週日,202305
2023-05-22 12:00:00,2023,Q2,5,5月,週一,平日,2023W22,非參考日,202305
2023-05-23 12:00:00,2023,Q2,5,5月,週二,平日,2023W22,週2-4,202305
2023-05-24 12:00:00,2023,Q2,5,5月,週三,平日,2023W22,週2-4,202305
2023-05-25 12:00:00,2023,Q2,5,5月,週四,平日,2023W22,週2-4,202305
2023-05-26 12:00:00,2023,Q2,5,5月,週五,平日,2023W22,非參考日,202305
2023-05-27 12:00:00,2023,Q2,5,5月,週六,週末,2023W22,週六,202305
2023-05-28 12:00:00,2023,Q2,5,5月,週日,週末,2023W22,週日,202305
2023-05-29 12:00:00,2023,Q2,5,5月,週一,平日,2023W23,非參考日,202305
2023-05-30 12:00:00,2023,Q2,5,5月,週二,平日,2023W23,週2-4,202305
2023-05-31 12:00:00,2023,Q2,5,5月,週三,平日,2023W23,週2-4,202305
2023-06-01 12:00:00,2023,Q2,6,6月,週四,平日,2023W23,週2-4,202306
2023-06-02 12:00:00,2023,Q2,6,6月,週五,平日,2023W23,非參考日,202306
2023-06-03 12:00:00,2023,Q2,6,6月,週六,週末,2023W23,週六,202306
2023-06-04 12:00:00,2023,Q2,6,6月,週日,週末,2023W23,週日,202306
2023-06-05 12:00:00,2023,Q2,6,6月,週一,平日,2023W24,非參考日,202306
2023-06-06 12:00:00,2023,Q2,6,6月,週二,平日,2023W24,週2-4,202306
2023-06-07 12:00:00,2023,Q2,6,6月,週三,平日,2023W24,週2-4,202306
2023-06-08 12:00:00,2023,Q2,6,6月,週四,平日,2023W24,週2-4,202306
2023-06-09 12:00:00,2023,Q2,6,6月,週五,平日,2023W24,非參考日,202306
2023-06-10 12:00:00,2023,Q2,6,6月,週六,週末,2023W24,週六,202306
2023-06-11 12:00:00,2023,Q2,6,6月,週日,週末,2023W24,週日,202306
2023-06-12 12:00:00,2023,Q2,6,6月,週一,平日,2023W25,非參考日,202306
2023-06-13 12:00:00,2023,Q2,6,6月,週二,平日,2023W25,週2-4,202306
2023-06-14 12:00:00,2023,Q2,6,6月,週三,平日,2023W25,週2-4,202306
2023-06-15 12:00:00,2023,Q2,6,6月,週四,平日,2023W25,週2-4,202306
2023-06-16 12:00:00,2023,Q2,6,6月,週五,平日,2023W25,非參考日,202306
2023-06-17 12:00:00,2023,Q2,6,6月,週六,週末,2023W25,週六,202306
2023-06-18 12:00:00,2023,Q2,6,6月,週日,週末,2023W25,週日,202306
2023-06-19 12:00:00,2023,Q2,6,6月,週一,平日,2023W26,非參考日,202306
2023-06-20 12:00:00,2023,Q2,6,6月,週二,平日,2023W26,週2-4,202306
2023-06-21 12:00:00,2023,Q2,6,6月,週三,平日,2023W26,週2-4,202306
2023-06-22 12:00:00,2023,Q2,6,6月,週四,平日,2023W26,週2-4,202306
2023-06-23 12:00:00,2023,Q2,6,6月,週五,平日,2023W26,非參考日,202306
2023-06-24 12:00:00,2023,Q2,6,6月,週六,週末,2023W26,週六,202306
2023-06-25 12:00:00,2023,Q2,6,6月,週日,週末,2023W26,週日,202306
2023-06-26 12:00:00,2023,Q2,6,6月,週一,平日,2023W27,非參考日,202306
2023-06-27 12:00:00,2023,Q2,6,6月,週二,平日,2023W27,週2-4,202306
2023-06-28 12:00:00,2023,Q2,6,6月,週三,平日,2023W27,週2-4,202306
2023-06-29 12:00:00,2023,Q2,6,6月,週四,平日,2023W27,週2-4,202306
2023-06-30 12:00:00,2023,Q2,6,6月,週五,平日,2023W27,非參考日,202306
2023-07-01 12:00:00,2023,Q3,7,7月,週六,週末,2023W27,週六,202307
2023-07-02 12:00:00,2023,Q3,7,7月,週日,週末,2023W27,週日,202307
2023-07-03 12:00:00,2023,Q3,7,7月,週一,平日,2023W28,非參考日,202307
2023-07-04 12:00:00,2023,Q3,7,7月,週二,平日,2023W28,週2-4,202307
2023-07-05 12:00:00,2023,Q3,7,7月,週三,平日,2023W28,週2-4,202307
2023-07-06 12:00:00,2023,Q3,7,7月,週四,平日,2023W28,週2-4,202307
2023-07-07 12:00:00,2023,Q3,7,7月,週五,平日,2023W28,非參考日,202307
2023-07-08 12:00:00,2023,Q3,7,7月,週六,週末,2023W28,週六,202307
2023-07-09 12:00:00,2023,Q3,7,7月,週日,週末,2023W28,週日,202307
2023-07-10 12:00:00,2023,Q3,7,7月,週一,平日,2023W29,非參考日,202307
2023-07-11 12:00:00,2023,Q3,7,7月,週二,平日,2023W29,週2-4,202307
2023-07-12 12:00:00,2023,Q3,7,7月,週三,平日,2023W29,週2-4,202307
2023-07-13 12:00:00,2023,Q3,7,7月,週四,平日,2023W29,週2-4,202307
2023-07-14 12:00:00,2023,Q3,7,7月,週五,平日,2023W29,非參考日,202307
2023-07-15 12:00:00,2023,Q3,7,7月,週六,週末,2023W29,週六,202307
2023-07-16 12:00:00,2023,Q3,7,7月,週日,週末,2023W29,週日,202307
2023-07-17 12:00:00,2023,Q3,7,7月,週一,平日,2023W30,非參考日,202307
2023-07-18 12:00:00,2023,Q3,7,7月,週二,平日,2023W30,週2-4,202307
2023-07-19 12:00:00,2023,Q3,7,7月,週三,平日,2023W30,週2-4,202307
2023-07-20 12:00:00,2023,Q3,7,7月,週四,平日,2023W30,週2-4,202307
2023-07-21 12:00:00,2023,Q3,7,7月,週五,平日,2023W30,非參考日,202307
2023-07-22 12:00:00,2023,Q3,7,7月,週六,週末,2023W30,週六,202307
2023-07-23 12:00:00,2023,Q3,7,7月,週日,週末,2023W30,週日,202307
2023-07-24 12:00:00,2023,Q3,7,7月,週一,平日,2023W31,非參考日,202307
2023-07-25 12:00:00,2023,Q3,7,7月,週二,平日,2023W31,週2-4,202307
2023-07-26 12:00:00,2023,Q3,7,7月,週三,平日,2023W31,週2-4,202307
2023-07-27 12:00:00,2023,Q3,7,7月,週四,平日,2023W31,週2-4,202307
2023-07-28 12:00:00,2023,Q3,7,7月,週五,平日,2023W31,非參考日,202307
2023-07-29 12:00:00,2023,Q3,7,7月,週六,週末,2023W31,週六,202307
2023-07-30 12:00:00,2023,Q3,7,7月,週日,週末,2023W31,週日,202307
2023-07-31 12:00:00,2023,Q3,7,7月,週一,平日,2023W32,非參考日,202307
