日期,年,月,日,屬性,值
2022/11/1,2022,11,13,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,13,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,13,白肉雞(門市價高屏),36
2022/11/1,2022,11,13,雞蛋(大運輸價),40.5
2022/11/1,2022,11,14,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,14,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,14,白肉雞(門市價高屏),36
2022/11/1,2022,11,14,雞蛋(大運輸價),40.5
2022/11/1,2022,11,15,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,15,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,15,白肉雞(門市價高屏),36
2022/11/1,2022,11,15,雞蛋(大運輸價),40.5
2022/11/1,2022,11,16,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,16,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,16,白肉雞(門市價高屏),36
2022/11/1,2022,11,16,雞蛋(大運輸價),40.5
2022/11/1,2022,11,17,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,17,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,17,白肉雞(門市價高屏),36
2022/11/1,2022,11,17,雞蛋(大運輸價),40.5
2022/11/1,2022,11,18,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,18,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,18,白肉雞(門市價高屏),36
2022/11/1,2022,11,18,雞蛋(大運輸價),40.5
2022/11/1,2022,11,19,白肉雞(2.0Kg以上),34.5
2022/11/1,2022,11,19,白肉雞(1.75-1.95Kg),34.5
2022/11/1,2022,11,19,白肉雞(門市價高屏),36
2022/11/1,2022,11,19,雞蛋(大運輸價),40.5
2022/11/2,2022,11,20,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,20,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,20,白肉雞(門市價高屏),36
2022/11/2,2022,11,20,雞蛋(大運輸價),40.5
2022/11/2,2022,11,21,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,21,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,21,白肉雞(門市價高屏),36
2022/11/2,2022,11,21,雞蛋(大運輸價),40.5
2022/11/2,2022,11,22,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,22,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,22,白肉雞(門市價高屏),36
2022/11/2,2022,11,22,雞蛋(大運輸價),40.5
2022/11/2,2022,11,23,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,23,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,23,白肉雞(門市價高屏),36
2022/11/2,2022,11,23,雞蛋(大運輸價),40.5
2022/11/2,2022,11,24,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,24,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,24,白肉雞(門市價高屏),36
2022/11/2,2022,11,24,雞蛋(大運輸價),40.5
2022/11/2,2022,11,25,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,25,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,25,白肉雞(門市價高屏),36
2022/11/2,2022,11,25,雞蛋(大運輸價),40.5
2022/11/2,2022,11,26,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,26,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,26,白肉雞(門市價高屏),36
2022/11/2,2022,11,26,雞蛋(大運輸價),40.5
2022/11/2,2022,11,27,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,27,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,27,白肉雞(門市價高屏),36
2022/11/2,2022,11,27,雞蛋(大運輸價),40.5
2022/11/2,2022,11,28,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,28,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,28,白肉雞(門市價高屏),36
2022/11/2,2022,11,28,雞蛋(大運輸價),40.5
2022/11/2,2022,11,29,白肉雞(2.0Kg以上),34.5
2022/11/2,2022,11,29,白肉雞(1.75-1.95Kg),34.5
2022/11/2,2022,11,29,白肉雞(門市價高屏),36
2022/11/2,2022,11,29,雞蛋(大運輸價),40.5
2022/11/3,2022,11,30,白肉雞(2.0Kg以上),34.5
2022/11/3,2022,11,30,白肉雞(1.75-1.95Kg),34.5
2022/11/3,2022,11,30,白肉雞(門市價高屏),36
2022/11/3,2022,11,30,雞蛋(大運輸價),40.5
2022/12/1,2022,12,1,白肉雞(2.0Kg以上),34.5
2022/12/1,2022,12,1,白肉雞(1.75-1.95Kg),34.5
2022/12/1,2022,12,1,白肉雞(門市價高屏),36
2022/12/1,2022,12,1,雞蛋(大運輸價),40.5
2022/12/2,2022,12,2,白肉雞(2.0Kg以上),34.5
2022/12/2,2022,12,2,白肉雞(1.75-1.95Kg),34.5
2022/12/2,2022,12,2,白肉雞(門市價高屏),36
2022/12/2,2022,12,2,雞蛋(大運輸價),40.5
2022/12/3,2022,12,3,白肉雞(2.0Kg以上),34.5
2022/12/3,2022,12,3,白肉雞(1.75-1.95Kg),34.5
2022/12/3,2022,12,3,白肉雞(門市價高屏),36
2022/12/3,2022,12,3,雞蛋(大運輸價),40.5
2022/12/4,2022,12,4,白肉雞(2.0Kg以上),34.5
2022/12/4,2022,12,4,白肉雞(1.75-1.95Kg),34.5
2022/12/4,2022,12,4,白肉雞(門市價高屏),36
2022/12/4,2022,12,4,雞蛋(大運輸價),40.5
2022/12/5,2022,12,5,白肉雞(2.0Kg以上),34.5
2022/12/5,2022,12,5,白肉雞(1.75-1.95Kg),34.5
2022/12/5,2022,12,5,白肉雞(門市價高屏),36
2022/12/5,2022,12,5,雞蛋(大運輸價),40.5
2022/12/6,2022,12,6,白肉雞(2.0Kg以上),34.5
2022/12/6,2022,12,6,白肉雞(1.75-1.95Kg),34.5
2022/12/6,2022,12,6,白肉雞(門市價高屏),36
2022/12/6,2022,12,6,雞蛋(大運輸價),40.5
2022/12/7,2022,12,7,白肉雞(2.0Kg以上),34.5
2022/12/7,2022,12,7,白肉雞(1.75-1.95Kg),34.5
2022/12/7,2022,12,7,白肉雞(門市價高屏),36
2022/12/7,2022,12,7,雞蛋(大運輸價),40.5
2022/12/8,2022,12,8,白肉雞(2.0Kg以上),34.5
2022/12/8,2022,12,8,白肉雞(1.75-1.95Kg),34.5
2022/12/8,2022,12,8,白肉雞(門市價高屏),36
2022/12/8,2022,12,8,雞蛋(大運輸價),40.5
2022/12/9,2022,12,9,白肉雞(2.0Kg以上),34.5
2022/12/9,2022,12,9,白肉雞(1.75-1.95Kg),34.5
2022/12/9,2022,12,9,白肉雞(門市價高屏),36
2022/12/9,2022,12,9,雞蛋(大運輸價),40.5
2022/12/1,2022,12,10,白肉雞(2.0Kg以上),34.5
2022/12/1,2022,12,10,白肉雞(1.75-1.95Kg),34.5
2022/12/1,2022,12,10,白肉雞(門市價高屏),36
2022/12/1,2022,12,10,雞蛋(大運輸價),40.5
2022/12/1,2022,12,11,白肉雞(2.0Kg以上),34.5
2022/12/1,2022,12,11,白肉雞(1.75-1.95Kg),34.5
2022/12/1,2022,12,11,白肉雞(門市價高屏),36
2022/12/1,2022,12,11,雞蛋(大運輸價),40.5
2022/12/1,2022,12,12,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,12,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,12,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,12,雞蛋(大運輸價),40.5
2022/12/1,2022,12,13,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,13,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,13,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,13,雞蛋(大運輸價),40.5
2022/12/1,2022,12,14,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,14,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,14,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,14,雞蛋(大運輸價),40.5
2022/12/1,2022,12,15,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,15,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,15,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,15,雞蛋(大運輸價),40.5
2022/12/1,2022,12,16,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,16,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,16,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,16,雞蛋(大運輸價),40.5
2022/12/1,2022,12,17,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,17,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,17,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,17,雞蛋(大運輸價),40.5
2022/12/1,2022,12,18,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,18,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,18,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,18,雞蛋(大運輸價),40.5
2022/12/1,2022,12,19,白肉雞(2.0Kg以上),34.8
2022/12/1,2022,12,19,白肉雞(1.75-1.95Kg),34.8
2022/12/1,2022,12,19,白肉雞(門市價高屏),36.3
2022/12/1,2022,12,19,雞蛋(大運輸價),40.5
2022/12/2,2022,12,20,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,20,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,20,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,20,雞蛋(大運輸價),40.5
2022/12/2,2022,12,21,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,21,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,21,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,21,雞蛋(大運輸價),40.5
2022/12/2,2022,12,22,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,22,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,22,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,22,雞蛋(大運輸價),40.5
2022/12/2,2022,12,23,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,23,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,23,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,23,雞蛋(大運輸價),40.5
2022/12/2,2022,12,24,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,24,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,24,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,24,雞蛋(大運輸價),40.5
2022/12/2,2022,12,25,白肉雞(2.0Kg以上),34.8
2022/12/2,2022,12,25,白肉雞(1.75-1.95Kg),34.8
2022/12/2,2022,12,25,白肉雞(門市價高屏),36.3
2022/12/2,2022,12,25,雞蛋(大運輸價),40.5
2022/12/2,2022,12,26,白肉雞(2.0Kg以上),35
2022/12/2,2022,12,26,白肉雞(1.75-1.95Kg),35
2022/12/2,2022,12,26,白肉雞(門市價高屏),36.5
2022/12/2,2022,12,26,雞蛋(大運輸價),40.5
2022/12/2,2022,12,27,白肉雞(2.0Kg以上),35
2022/12/2,2022,12,27,白肉雞(1.75-1.95Kg),35
2022/12/2,2022,12,27,白肉雞(門市價高屏),36.5
2022/12/2,2022,12,27,雞蛋(大運輸價),40.5
2022/12/2,2022,12,28,白肉雞(2.0Kg以上),35
2022/12/2,2022,12,28,白肉雞(1.75-1.95Kg),35
2022/12/2,2022,12,28,白肉雞(門市價高屏),36.5
2022/12/2,2022,12,28,雞蛋(大運輸價),40.5
2022/12/2,2022,12,29,白肉雞(2.0Kg以上),35
2022/12/2,2022,12,29,白肉雞(1.75-1.95Kg),35
2022/12/2,2022,12,29,白肉雞(門市價高屏),36.5
2022/12/2,2022,12,29,雞蛋(大運輸價),40.5
2022/12/3,2022,12,30,白肉雞(2.0Kg以上),35
2022/12/3,2022,12,30,白肉雞(1.75-1.95Kg),35
2022/12/3,2022,12,30,白肉雞(門市價高屏),36.5
2022/12/3,2022,12,30,雞蛋(大運輸價),40.5
2022/12/3,2022,12,31,白肉雞(2.0Kg以上),35
2022/12/3,2022,12,31,白肉雞(1.75-1.95Kg),35
2022/12/3,2022,12,31,白肉雞(門市價高屏),36.5
2022/12/3,2022,12,31,雞蛋(大運輸價),40.5
2023/1/1,2023,1,1,白肉雞(2.0Kg以上),35
2023/1/1,2023,1,1,白肉雞(1.75-1.95Kg),35
2023/1/1,2023,1,1,白肉雞(門市價高屏),36.5
2023/1/1,2023,1,1,雞蛋(大運輸價),40.5
2023/1/2,2023,1,2,白肉雞(2.0Kg以上),35
2023/1/2,2023,1,2,白肉雞(1.75-1.95Kg),35
2023/1/2,2023,1,2,白肉雞(門市價高屏),36.5
2023/1/2,2023,1,2,雞蛋(大運輸價),40.5
2023/1/3,2023,1,3,白肉雞(2.0Kg以上),35
2023/1/3,2023,1,3,白肉雞(1.75-1.95Kg),35
2023/1/3,2023,1,3,白肉雞(門市價高屏),36.5
2023/1/3,2023,1,3,雞蛋(大運輸價),40.5
2023/1/4,2023,1,4,白肉雞(2.0Kg以上),35
2023/1/4,2023,1,4,白肉雞(1.75-1.95Kg),35
2023/1/4,2023,1,4,白肉雞(門市價高屏),36.5
2023/1/4,2023,1,4,雞蛋(大運輸價),40.5
2023/1/5,2023,1,5,白肉雞(2.0Kg以上),35
2023/1/5,2023,1,5,白肉雞(1.75-1.95Kg),35
2023/1/5,2023,1,5,白肉雞(門市價高屏),36.5
2023/1/5,2023,1,5,雞蛋(大運輸價),40.5
2023/1/6,2023,1,6,白肉雞(2.0Kg以上),35
2023/1/6,2023,1,6,白肉雞(1.75-1.95Kg),35
2023/1/6,2023,1,6,白肉雞(門市價高屏),36.5
2023/1/6,2023,1,6,雞蛋(大運輸價),40.5
2023/1/7,2023,1,7,白肉雞(2.0Kg以上),35
2023/1/7,2023,1,7,白肉雞(1.75-1.95Kg),35
2023/1/7,2023,1,7,白肉雞(門市價高屏),36.5
2023/1/7,2023,1,7,雞蛋(大運輸價),40.5
2023/1/8,2023,1,8,白肉雞(2.0Kg以上),35
2023/1/8,2023,1,8,白肉雞(1.75-1.95Kg),35
2023/1/8,2023,1,8,白肉雞(門市價高屏),36.5
2023/1/8,2023,1,8,雞蛋(大運輸價),40.5
2023/1/9,2023,1,9,白肉雞(2.0Kg以上),35.3
2023/1/9,2023,1,9,白肉雞(1.75-1.95Kg),35.3
2023/1/9,2023,1,9,白肉雞(門市價高屏),36.8
2023/1/9,2023,1,9,雞蛋(大運輸價),40.5
2023/1/10,2023,1,10,白肉雞(2.0Kg以上),35.3
2023/1/10,2023,1,10,白肉雞(1.75-1.95Kg),35.3
2023/1/10,2023,1,10,白肉雞(門市價高屏),36.8
2023/1/10,2023,1,10,雞蛋(大運輸價),40.5
2023/1/11,2023,1,11,白肉雞(2.0Kg以上),35.3
2023/1/11,2023,1,11,白肉雞(1.75-1.95Kg),35.3
2023/1/11,2023,1,11,白肉雞(門市價高屏),36.8
2023/1/11,2023,1,11,雞蛋(大運輸價),40.5
2023/1/12,2023,1,12,白肉雞(2.0Kg以上),35.3
2023/1/12,2023,1,12,白肉雞(1.75-1.95Kg),35.3
2023/1/12,2023,1,12,白肉雞(門市價高屏),36.8
2023/1/12,2023,1,12,雞蛋(大運輸價),40.5
2023/1/13,2023,1,13,白肉雞(2.0Kg以上),35.3
2023/1/13,2023,1,13,白肉雞(1.75-1.95Kg),35.3
2023/1/13,2023,1,13,白肉雞(門市價高屏),36.8
2023/1/13,2023,1,13,雞蛋(大運輸價),40.5
2023/1/14,2023,1,14,白肉雞(2.0Kg以上),35.3
2023/1/14,2023,1,14,白肉雞(1.75-1.95Kg),35.3
2023/1/14,2023,1,14,白肉雞(門市價高屏),36.8
2023/1/14,2023,1,14,雞蛋(大運輸價),40.5
2023/1/15,2023,1,15,白肉雞(2.0Kg以上),35.3
2023/1/15,2023,1,15,白肉雞(1.75-1.95Kg),35.3
2023/1/15,2023,1,15,白肉雞(門市價高屏),36.8
2023/1/15,2023,1,15,雞蛋(大運輸價),40.5
2023/1/16,2023,1,16,白肉雞(2.0Kg以上),35.3
2023/1/16,2023,1,16,白肉雞(1.75-1.95Kg),35.3
2023/1/16,2023,1,16,白肉雞(門市價高屏),36.8
2023/1/16,2023,1,16,雞蛋(大運輸價),40.5
2023/1/17,2023,1,17,白肉雞(2.0Kg以上),35.3
2023/1/17,2023,1,17,白肉雞(1.75-1.95Kg),35.3
2023/1/17,2023,1,17,白肉雞(門市價高屏),36.8
2023/1/17,2023,1,17,雞蛋(大運輸價),40.5
2023/1/18,2023,1,18,白肉雞(2.0Kg以上),35.3
2023/1/18,2023,1,18,白肉雞(1.75-1.95Kg),35.3
2023/1/18,2023,1,18,白肉雞(門市價高屏),36.8
2023/1/18,2023,1,18,雞蛋(大運輸價),40.5
2023/1/19,2023,1,19,白肉雞(2.0Kg以上),35.3
2023/1/19,2023,1,19,白肉雞(1.75-1.95Kg),35.3
2023/1/19,2023,1,19,白肉雞(門市價高屏),36.8
2023/1/19,2023,1,19,雞蛋(大運輸價),40.5
2023/1/20,2023,1,20,白肉雞(2.0Kg以上),
2023/1/20,2023,1,20,白肉雞(1.75-1.95Kg),
2023/1/20,2023,1,20,白肉雞(門市價高屏),
2023/1/20,2023,1,20,雞蛋(大運輸價),40.5
2023/1/21,2023,1,21,白肉雞(2.0Kg以上),
2023/1/21,2023,1,21,白肉雞(1.75-1.95Kg),
2023/1/21,2023,1,21,白肉雞(門市價高屏),
2023/1/21,2023,1,21,雞蛋(大運輸價),
2023/1/22,2023,1,22,白肉雞(2.0Kg以上),
2023/1/22,2023,1,22,白肉雞(1.75-1.95Kg),
2023/1/22,2023,1,22,白肉雞(門市價高屏),
2023/1/22,2023,1,22,雞蛋(大運輸價),
2023/1/23,2023,1,23,白肉雞(2.0Kg以上),
2023/1/23,2023,1,23,白肉雞(1.75-1.95Kg),
2023/1/23,2023,1,23,白肉雞(門市價高屏),
2023/1/23,2023,1,23,雞蛋(大運輸價),
2023/1/24,2023,1,24,白肉雞(2.0Kg以上),35.5
2023/1/24,2023,1,24,白肉雞(1.75-1.95Kg),35.5
2023/1/24,2023,1,24,白肉雞(門市價高屏),37
2023/1/24,2023,1,24,雞蛋(大運輸價),
2023/1/25,2023,1,25,白肉雞(2.0Kg以上),35.5
2023/1/25,2023,1,25,白肉雞(1.75-1.95Kg),35.5
2023/1/25,2023,1,25,白肉雞(門市價高屏),37
2023/1/25,2023,1,25,雞蛋(大運輸價),
2023/1/26,2023,1,26,白肉雞(2.0Kg以上),35.5
2023/1/26,2023,1,26,白肉雞(1.75-1.95Kg),35.5
2023/1/26,2023,1,26,白肉雞(門市價高屏),37
2023/1/26,2023,1,26,雞蛋(大運輸價),
2023/1/27,2023,1,27,白肉雞(2.0Kg以上),35.5
2023/1/27,2023,1,27,白肉雞(1.75-1.95Kg),35.5
2023/1/27,2023,1,27,白肉雞(門市價高屏),37
2023/1/27,2023,1,27,雞蛋(大運輸價),
2023/1/28,2023,1,28,白肉雞(2.0Kg以上),35.5
2023/1/28,2023,1,28,白肉雞(1.75-1.95Kg),35.5
2023/1/28,2023,1,28,白肉雞(門市價高屏),37
2023/1/28,2023,1,28,雞蛋(大運輸價),40.5
2023/1/29,2023,1,29,白肉雞(2.0Kg以上),35.5
2023/1/29,2023,1,29,白肉雞(1.75-1.95Kg),35.5
2023/1/29,2023,1,29,白肉雞(門市價高屏),37
2023/1/29,2023,1,29,雞蛋(大運輸價),40.5
2023/1/30,2023,1,30,白肉雞(2.0Kg以上),35.5
2023/1/30,2023,1,30,白肉雞(1.75-1.95Kg),35.5
2023/1/30,2023,1,30,白肉雞(門市價高屏),37
2023/1/30,2023,1,30,雞蛋(大運輸價),40.5
2023/1/31,2023,1,31,白肉雞(2.0Kg以上),35.5
2023/1/31,2023,1,31,白肉雞(1.75-1.95Kg),35.5
2023/1/31,2023,1,31,白肉雞(門市價高屏),37
2023/1/31,2023,1,31,雞蛋(大運輸價),40.5
2023/2/1,2023,2,1,白肉雞(2.0Kg以上),35.5
2023/2/1,2023,2,1,白肉雞(1.75-1.95Kg),35.5
2023/2/1,2023,2,1,白肉雞(門市價高屏),37
2023/2/1,2023,2,1,雞蛋(大運輸價),40.5
2023/2/2,2023,2,2,白肉雞(2.0Kg以上),35.5
2023/2/2,2023,2,2,白肉雞(1.75-1.95Kg),35.5
2023/2/2,2023,2,2,白肉雞(門市價高屏),37
2023/2/2,2023,2,2,雞蛋(大運輸價),40.5
2023/2/3,2023,2,3,白肉雞(2.0Kg以上),35.5
2023/2/3,2023,2,3,白肉雞(1.75-1.95Kg),35.5
2023/2/3,2023,2,3,白肉雞(門市價高屏),37
2023/2/3,2023,2,3,雞蛋(大運輸價),40.5
2023/2/4,2023,2,4,白肉雞(2.0Kg以上),35.5
2023/2/4,2023,2,4,白肉雞(1.75-1.95Kg),35.5
2023/2/4,2023,2,4,白肉雞(門市價高屏),37
2023/2/4,2023,2,4,雞蛋(大運輸價),40.5
2023/2/5,2023,2,5,白肉雞(2.0Kg以上),35.5
2023/2/5,2023,2,5,白肉雞(1.75-1.95Kg),35.5
2023/2/5,2023,2,5,白肉雞(門市價高屏),37
2023/2/5,2023,2,5,雞蛋(大運輸價),40.5
2023/2/6,2023,2,6,白肉雞(2.0Kg以上),35.5
2023/2/6,2023,2,6,白肉雞(1.75-1.95Kg),35.5
2023/2/6,2023,2,6,白肉雞(門市價高屏),37
2023/2/6,2023,2,6,雞蛋(大運輸價),40.5
2023/2/7,2023,2,7,白肉雞(2.0Kg以上),35.5
2023/2/7,2023,2,7,白肉雞(1.75-1.95Kg),35.5
2023/2/7,2023,2,7,白肉雞(門市價高屏),37
2023/2/7,2023,2,7,雞蛋(大運輸價),40.5
2023/2/8,2023,2,8,白肉雞(2.0Kg以上),35.5
2023/2/8,2023,2,8,白肉雞(1.75-1.95Kg),35.5
2023/2/8,2023,2,8,白肉雞(門市價高屏),37
2023/2/8,2023,2,8,雞蛋(大運輸價),40.5
2023/2/9,2023,2,9,白肉雞(2.0Kg以上),35.5
2023/2/9,2023,2,9,白肉雞(1.75-1.95Kg),35.5
2023/2/9,2023,2,9,白肉雞(門市價高屏),37
2023/2/9,2023,2,9,雞蛋(大運輸價),40.5
2023/2/10,2023,2,10,白肉雞(2.0Kg以上),35.5
2023/2/10,2023,2,10,白肉雞(1.75-1.95Kg),35.5
2023/2/10,2023,2,10,白肉雞(門市價高屏),37
2023/2/10,2023,2,10,雞蛋(大運輸價),40.5
2023/2/11,2023,2,11,白肉雞(2.0Kg以上),35.5
2023/2/11,2023,2,11,白肉雞(1.75-1.95Kg),35.5
2023/2/11,2023,2,11,白肉雞(門市價高屏),37
2023/2/11,2023,2,11,雞蛋(大運輸價),40.5
2023/2/12,2023,2,12,白肉雞(2.0Kg以上),35.5
2023/2/12,2023,2,12,白肉雞(1.75-1.95Kg),35.5
2023/2/12,2023,2,12,白肉雞(門市價高屏),37
2023/2/12,2023,2,12,雞蛋(大運輸價),40.5
2023/2/13,2023,2,13,白肉雞(2.0Kg以上),35.8
2023/2/13,2023,2,13,白肉雞(1.75-1.95Kg),35.8
2023/2/13,2023,2,13,白肉雞(門市價高屏),37.3
2023/2/13,2023,2,13,雞蛋(大運輸價),40.5
2023/2/14,2023,2,14,白肉雞(2.0Kg以上),35.8
2023/2/14,2023,2,14,白肉雞(1.75-1.95Kg),35.8
2023/2/14,2023,2,14,白肉雞(門市價高屏),37.3
2023/2/14,2023,2,14,雞蛋(大運輸價),40.5
2023/2/15,2023,2,15,白肉雞(2.0Kg以上),35.8
2023/2/15,2023,2,15,白肉雞(1.75-1.95Kg),35.8
2023/2/15,2023,2,15,白肉雞(門市價高屏),37.3
2023/2/15,2023,2,15,雞蛋(大運輸價),42.5
2023/2/16,2023,2,16,白肉雞(2.0Kg以上),35.8
2023/2/16,2023,2,16,白肉雞(1.75-1.95Kg),35.8
2023/2/16,2023,2,16,白肉雞(門市價高屏),37.3
2023/2/16,2023,2,16,雞蛋(大運輸價),42.5
2023/2/17,2023,2,17,白肉雞(2.0Kg以上),35.8
2023/2/17,2023,2,17,白肉雞(1.75-1.95Kg),35.8
2023/2/17,2023,2,17,白肉雞(門市價高屏),37.3
2023/2/17,2023,2,17,雞蛋(大運輸價),42.5
2023/2/18,2023,2,18,白肉雞(2.0Kg以上),35.8
2023/2/18,2023,2,18,白肉雞(1.75-1.95Kg),35.8
2023/2/18,2023,2,18,白肉雞(門市價高屏),37.3
2023/2/18,2023,2,18,雞蛋(大運輸價),42.5
2023/2/19,2023,2,19,白肉雞(2.0Kg以上),35.8
2023/2/19,2023,2,19,白肉雞(1.75-1.95Kg),35.8
2023/2/19,2023,2,19,白肉雞(門市價高屏),37.3
2023/2/19,2023,2,19,雞蛋(大運輸價),42.5
2023/2/20,2023,2,20,白肉雞(2.0Kg以上),35.8
2023/2/20,2023,2,20,白肉雞(1.75-1.95Kg),35.8
2023/2/20,2023,2,20,白肉雞(門市價高屏),37.3
2023/2/20,2023,2,20,雞蛋(大運輸價),42.5
2023/2/21,2023,2,21,白肉雞(2.0Kg以上),35.8
2023/2/21,2023,2,21,白肉雞(1.75-1.95Kg),35.8
2023/2/21,2023,2,21,白肉雞(門市價高屏),37.3
2023/2/21,2023,2,21,雞蛋(大運輸價),42.5
2023/2/22,2023,2,22,白肉雞(2.0Kg以上),35.8
2023/2/22,2023,2,22,白肉雞(1.75-1.95Kg),35.8
2023/2/22,2023,2,22,白肉雞(門市價高屏),37.3
2023/2/22,2023,2,22,雞蛋(大運輸價),42.5
2023/2/23,2023,2,23,白肉雞(2.0Kg以上),35.8
2023/2/23,2023,2,23,白肉雞(1.75-1.95Kg),35.8
2023/2/23,2023,2,23,白肉雞(門市價高屏),37.3
2023/2/23,2023,2,23,雞蛋(大運輸價),42.5
2023/2/24,2023,2,24,白肉雞(2.0Kg以上),35.8
2023/2/24,2023,2,24,白肉雞(1.75-1.95Kg),35.8
2023/2/24,2023,2,24,白肉雞(門市價高屏),37.3
2023/2/24,2023,2,24,雞蛋(大運輸價),42.5
2023/2/25,2023,2,25,白肉雞(2.0Kg以上),35.8
2023/2/25,2023,2,25,白肉雞(1.75-1.95Kg),35.8
2023/2/25,2023,2,25,白肉雞(門市價高屏),37.3
2023/2/25,2023,2,25,雞蛋(大運輸價),42.5
2023/2/26,2023,2,26,白肉雞(2.0Kg以上),35.8
2023/2/26,2023,2,26,白肉雞(1.75-1.95Kg),35.8
2023/2/26,2023,2,26,白肉雞(門市價高屏),37.3
2023/2/26,2023,2,26,雞蛋(大運輸價),42.5
2023/2/27,2023,2,27,白肉雞(2.0Kg以上),35.8
2023/2/27,2023,2,27,白肉雞(1.75-1.95Kg),35.8
2023/2/27,2023,2,27,白肉雞(門市價高屏),37.3
2023/2/27,2023,2,27,雞蛋(大運輸價),42.5
2023/2/28,2023,2,28,白肉雞(2.0Kg以上),35.8
2023/2/28,2023,2,28,白肉雞(1.75-1.95Kg),35.8
2023/2/28,2023,2,28,白肉雞(門市價高屏),37.3
2023/2/28,2023,2,28,雞蛋(大運輸價),42.5
2023/3/1,2023,3,1,白肉雞(2.0Kg以上),35.8
2023/3/1,2023,3,1,白肉雞(1.75-1.95Kg),35.8
2023/3/1,2023,3,1,白肉雞(門市價高屏),37.3
2023/3/1,2023,3,1,雞蛋(大運輸價),42.5
2023/3/2,2023,3,2,白肉雞(2.0Kg以上),35.8
2023/3/2,2023,3,2,白肉雞(1.75-1.95Kg),35.8
2023/3/2,2023,3,2,白肉雞(門市價高屏),37.3
2023/3/2,2023,3,2,雞蛋(大運輸價),42.5
